20 10000
12 -14 6
6 -1 2
2 -4 10
-6 4 3
5 3 14
-45 -26 1
-6 20 5
21 9 11
0 7 14
-19 6 9
27 -16 4
26 10 10
-3 25 12
-2 -33 16
-11 -6 6
-16 -1 6
5 0 2
8 -44 10
27 30 6
16 8 6
44 4 1195 1
25 18 6680 1
-12 6 13015 1
12 -3 10137 1
-16 -26 0 1175
26 3 7085 2496
-6 36 0 558
11 -34 4981 1
0 14 0 1957
39 -25 16283 973
-3 3 3191 1
-33 21 5909 1
10 -6 7085 1641
-18 6 10397 1
-12 1 0 1
-8 -9 3480 179
13 -15 1106 1
11 0 0 1
-39 23 7903 1
-1 46 2152 1
-22 -35 11627 170
-10 5 7385 1
31 4 6908 1479
-1 29 12279 72
4 12 0 1
-14 10 0 53
22 3 2482 1
-5 -26 6297 1
15 -5 9413 1399
54 -3 4830 280
-14 -18 0 372
34 12 0 563
37 -6 4228 1
-3 5 4006 684
32 -18 5316 1
2 11 7810 966
33 -3 8534 210
-7 -1 5195 1
-6 13 0 1021
1 -29 7397 1691
-21 -13 2495 279
22 -18 8844 899
-49 5 0 1
-14 -17 496 1188
-25 -20 0 1
16 24 0 1
46 0 437 738
14 2 1245 1
17 14 0 205
8 -47 7317 1
-11 -12 6644 972
-7 -9 5530 208
15 -18 2866 984
14 -11 5532 1198
26 -21 6325 98
-13 -12 5789 1366
-46 10 11308 1
-30 12 8336 1
-17 31 13499 1
-3 -34 0 1355
-8 15 330 1381
-44 37 10022 1306
10 -14 13872 579
14 -4 5959 876
-1 2 0 806
-4 -19 6710 345
40 19 757 1
5 -8 12426 1
-14 -12 0 1
15 2 7452 298
6 20 0 2173
4 -15 847 1
-6 21 3488 710
-3 19 12020 285
-8 -36 2489 1
-6 4 4392 1
10 -20 12571 465
-2 -9 7840 1926
-5 10 6146 1637
9 -12 3514 1160
32 13 6840 1
-8 -13 7082 1
-2 34 8819 277
-5 -3 5882 123
-37 9 0 894
8 -44 0 687
20 9 7951 367
33 -18 1738 1
-13 -6 0 533
9 26 5230 186
21 -10 5773 1
-3 -12 7534 645
1 -29 5569 1
19 -36 10520 1
-1 5 9545 495
0 12 2261 2251
-18 -6 3848 1
7 -38 315 1867
-7 6 16264 1362
-29 17 13550 1
-26 -5 6885 1919
-1 -31 9952 1
-11 24 3215 1
7 12 6687 1401
31 22 3539 1
4 16 11530 525
-9 -6 4924 524
13 -21 8558 1
2 11 0 1
13 10 2390 1608
12 -9 7123 1
6 -14 3608 614
-16 -13 1341 1
-5 5 0 1
41 -33 0 482
19 17 9764 1
-30 5 8185 1
-14 -14 0 1
-12 12 3029 1
-15 25 1700 1
0 19 8108 411
-8 13 0 1
-13 -21 5518 2098
31 28 1032 449
18 3 0 504
0 -6 791 1
-28 0 0 582
6 -37 4667 1
-32 35 722 1
22 -14 1113 756
0 12 7884 1025
-25 22 7179 1057
21 -5 9019 628
-8 32 25343 1362
-35 -30 0 2468
59 -22 915 152
21 2 3620 2311
-1 18 11203 792
0 -10 9448 823
-48 4 6864 1
-25 14 6099 540
-6 -19 3290 731
-13 0 6103 1
8 -49 6818 222
4 -2 670 1
-44 -3 11666 149
-2 0 5246 1651
3 -24 5883 1
-24 -6 2148 1
-4 28 2838 1
-18 -19 6492 1
11 6 3966 1
33 32 5865 1749
14 -7 3324 1
23 10 6438 1
8 -25 6793 1
-32 25 8234 1061
0 14 110 1
-16 -23 256 1339
5 14 2393 892
25 32 3169 1
18 -36 1951 49
-25 -24 0 1
-29 -9 0 174
3 30 850 1
-6 -1 4683 1
23 -8 11322 2346
14 16 4503 1
2 -11 0 193
-44 27 5409 177
-7 -9 2008 970
-12 -3 16874 1
19 -27 1948 1
50 -48 11488 1
-36 -6 6184 1146
21 11 82 1
3 -32 6777 1
11 -2 5235 1
4 -18 3040 1
-20 -9 3566 1
24 0 10245 1833
15 -3 2894 1242
6 -33 6936 1
22 3 5993 1
28 10 0 784
-27 6 2287 2233
23 -18 12435 1
17 -3 5494 1
-25 51 6249 1
-32 -18 2748 1
-16 18 13700 1
26 -32 0 1203
-14 -28 3364 582
3 2 10398 1157
13 60 10570 1
26 -4 8304 1
0 -18 13560 1
31 -1 6613 675
-9 -43 5831 1
10 -35 4978 522
29 -8 9264 1014
-1 -8 0 381
15 -8 6930 1
-41 1 0 291
-3 5 7739 1
-2 34 2331 200
-9 -3 2319 406
2 3 11244 2152
-21 9 0 164
-15 5 8452 33
-9 -16 0 1
1 -3 4897 1
27 -38 10478 1246
-11 -6 1199 1
-7 -42 6120 832
-10 -19 7023 860
12 4 0 1
5 18 8063 1
37 19 8238 1
-16 2 5837 574
0 12 0 1
-14 1 8710 58
-1 0 7636 1679
10 -9 9179 1
18 -12 3255 852
-9 6 8697 291
-22 -7 2713 2320
-32 -12 695 1109
19 0 2660 1
-24 8 7140 2301
-5 4 0 1
-7 -6 2309 177
37 -16 2588 546
12 2 7707 1
-3 31 3641 612
-5 -28 1940 895
31 9 4600 1
20 -1 7715 1
41 16 1137 522
7 -57 7138 1
11 29 11254 1
-10 0 7001 1
-19 22 11038 954
-26 -25 4034 1
33 0 5493 1
3 -10 6972 1
-15 -13 3972 770
16 -11 0 1
-20 33 9124 1959
39 10 6697 1
-26 -27 0 672
-3 -13 0 5
-6 -43 13910 658
36 0 11532 785
-7 -19 0 2577
-30 -15 6332 441
31 16 9838 538
1 5 5166 1
-14 -16 0 1055
8 -29 1126 763
-29 4 1665 258
4 -35 5135 254
-7 -7 5111 801
7 -23 0 1
9 -8 3699 265
-9 -16 2352 348
24 4 1991 1
-27 5 3890 1
0 17 735 83
-7 5 0 1535
2 -3 6952 1717
2 22 0 571
49 -3 0 1
0 -20 2715 871
-10 -12 2530 200
-20 17 4495 1869
36 7 6527 1
30 2 6522 1
3 -2 0 1
26 11 9082 1380
-25 31 4792 403
-1 27 4742 493
-22 -39 11776 1
-6 4 0 1059
29 13 3607 1
31 -26 1274 1
-14 -18 5067 268
23 -2 7653 2073
7 -17 5220 925
-36 17 4127 650
-35 -4 12797 1
2 -11 7914 430
1 -3 6923 2179
-18 10 15058 524
-15 2 5018 200
-11 26 6655 1
-14 14 1243 1404
12 -25 8540 1
31 -35 0 1
4 6 9630 1204
12 6 2351 554
-34 -31 0 1
20 12 6072 1
58 20 0 1
7 5 2850 1
-5 16 2008 1
-2 33 4485 1
71 -15 7402 1362
-5 29 8234 1
-27 -8 8044 1
-4 -1 8599 223
-5 -43 0 1181
18 24 7492 1186
-16 -5 7244 815
64 -23 11848 1
-21 -18 6616 1
25 -30 3278 1
7 -35 0 1
19 9 10098 1
29 -6 0 749
-3 5 6554 1073
0 -11 9 448
4 23 8669 589
29 -17 0 1905
55 -16 3029 1850
8 -9 12699 1198
3 -18 10127 1
21 0 6225 259
-14 -31 5015 1
6 -21 2593 646
-19 39 14173 1153
33 24 6230 1184
-23 4 1167 1068
-27 -34 0 1
-18 21 5276 900
-14 -25 3224 1639
-3 -12 4310 330
1 31 3871 279
-2 2 7411 1
-8 24 8171 1
1 61 3685 885
-36 12 6527 611
-13 12 1871 1
1 -7 4792 672
12 -10 7810 962
15 -7 3951 797
-36 -7 1341 1301
-8 12 4652 629
-27 38 7058 1
-22 6 4409 1756
20 -8 2629 387
-12 -28 12365 1
-1 -27 6824 1149
-9 6 1556 1
-21 17 4963 445
-9 39 0 928
9 25 3120 1267
5 -38 0 192
0 14 5811 1
37 3 457 401
-49 13 10153 1
-15 -11 2779 1
5 -12 9835 1
-4 7 8988 513
-18 4 7899 100
-8 10 5087 279
-38 -11 4377 1
2 32 1906 1
19 33 11886 580
0 -36 1490 1
3 -12 5420 1
-28 38 0 1
35 0 6046 1
13 -20 0 1867
-12 30 10026 72
4 0 6064 1
-10 -5 8215 1
13 -9 3026 1
19 1 2884 1
1 -4 3122 1
-13 16 14169 1
16 -14 9731 704
-23 6 0 1
35 -14 10014 1692
22 46 7999 1
17 -4 161 1218
2 15 2715 1566
23 -13 3047 539
18 12 0 1
-16 -9 6267 1
27 8 0 1
-28 53 7610 1
0 -5 0 1184
2 -10 3877 1
-13 11 2614 1
-20 -30 3389 869
-16 15 15606 1
-6 29 3096 1
-3 28 3176 1038
9 33 5673 1
-49 -17 0 442
13 -29 12581 1
-22 21 7800 1
-7 5 1007 1035
-23 25 10081 640
4 -5 2537 1058
13 9 580 1
0 -14 0 1
-2 7 3061 1
-7 -6 3442 1
-11 9 2422 351
-10 33 0 1
11 -29 6924 1644
52 37 6086 1
22 37 3269 1
-10 -5 1007 899
-4 -14 0 1673
-30 -16 7723 1
-7 -10 3795 726
7 9 12507 1
-1 18 12401 1
23 -7 3943 570
7 -31 4753 603
3 11 10190 131
9 -15 7682 175
9 -12 0 1
-12 1 6976 154
23 5 14022 1619
8 35 2476 1
10 -7 3803 366
8 47 9241 1
9 17 6706 498
3 -24 6595 1
-17 12 4734 1
17 67 3668 333
0 -2 5775 252
35 -19 0 1
-22 13 3338 928
-13 -47 0 1
15 23 3606 787
-6 9 7893 1
11 -10 7835 838
14 9 8257 587
-3 -2 8754 1
7 -18 8644 1319
5 33 0 1
-3 -8 3028 1
20 0 11784 496
-17 38 5210 1024
11 -8 4871 761
11 0 1531 685
0 13 4842 314
-21 -33 10559 273
-8 -30 5249 1
-24 18 6124 1
0 -30 15044 551
-12 -41 7126 846
3 3 473 1573
16 3 0 1
23 5 6434 1
4 -35 2133 197
-1 7 5230 1
-3 -1 3537 1
19 -9 350 1
12 -12 7429 1
0 10 6579 23
16 25 23809 298
1 6 9763 533
13 -12 10913 238
-6 -41 5480 1820
37 0 0 325
-17 -14 2741 466
-12 6 3425 1
-1 -9 7491 375
-2 2 6296 2059
16 -6 1149 1
30 -6 10435 1203
17 -8 5939 3274
19 -46 4879 1
-18 31 3495 1
5 -29 16601 752
16 4 5665 1
14 0 6902 1
-12 41 5394 397
-9 20 17519 320
-45 -1 0 59
0 -31 3880 963
-16 12 9218 1
-7 -9 8735 1
26 -17 2737 841
-8 -24 3172 1
-10 8 7483 1
-4 -17 8727 47
-51 28 3220 192
9 26 3940 1880
9 7 1986 884
-5 -12 8592 739
-8 -7 4690 1
1 -19 10591 1
-23 2 0 1477
-8 -10 1012 2036
-8 12 0 1
31 21 1944 1
-6 -12 19349 36
-2 9 1128 704
-29 -19 8411 1
-13 7 5943 134
-5 -28 6929 1
-17 39 5060 1
-3 30 4435 1
27 17 9719 641
0 2 554 1269
0 -7 0 1
-11 18 0 1
-7 -21 0 1
-12 14 6094 204
26 -15 10150 624
31 -10 2447 154
7 11 10043 1
-23 0 2720 129
-20 -10 0 1
5 -2 0 738
-22 -21 9451 1
0 24 3572 1625
9 -18 7632 1
-17 -19 0 1
-50 12 0 1
20 9 3114 680
-1 8 0 698
-8 14 7239 558
0 -18 11570 1
1 26 7639 1
-2 -33 10787 1
-8 9 9087 1234
14 26 3883 1
19 12 1719 43
42 16 0 2243
-10 -1 17609 1
-1 24 7550 2708
-3 6 11099 1
18 11 0 1
37 -18 6460 1824
7 32 8109 1
-4 -9 12602 1571
-12 24 0 162
16 -19 11636 151
-14 12 10307 1637
4 0 7707 1141
-4 17 8817 7
-18 15 585 1
11 -29 6453 1
-22 3 14962 1
-5 -43 9888 1
21 -29 2264 1
-7 40 0 236
-12 20 1530 1
-8 -6 11956 218
23 -28 7941 1
-34 16 2270 1460
-29 14 0 818
-49 -1 4935 1
11 47 11045 1
6 1 6743 1
-3 2 12741 40
11 6 6643 265
6 -1 7553 1
14 17 10331 2940
-10 15 5336 1
12 13 5126 1
30 -43 8799 308
1 9 0 1
-14 17 9442 715
-19 19 1904 839
-11 -5 2315 1
8 1 1048 100
1 -4 13599 651
8 17 2523 1
-44 35 0 1
31 -3 4159 1
-1 13 14765 1
2 4 14320 1
19 36 13950 1
42 -28 5199 1
32 28 1168 1
24 27 10647 1
15 -4 321 1
-12 1 0 1
-7 8 11542 1
-19 -5 3642 671
39 -21 7855 1
-18 0 9358 1056
0 -5 7308 1
0 0 0 1
-6 -5 6937 1032
-19 26 3101 1043
-45 -20 4088 902
-14 -1 3044 1
9 23 0 1
-16 0 10221 415
34 -11 13477 1
-45 -24 7886 1
-4 -11 1782 489
-17 -16 2557 409
-27 40 3403 1
-38 -5 14518 1151
37 -5 6301 1127
11 6 1827 158
16 10 1688 1296
-13 -33 421 1211
11 41 1407 432
-19 -11 2203 1
35 -1 3485 1284
-15 10 2285 955
-13 33 0 1127
-6 0 0 1375
-2 1 8056 350
1 5 503 1
35 -25 4786 1
0 2 6126 653
35 -27 15530 2108
1 -2 8152 960
3 -26 4904 1
16 1 2795 1
-17 28 0 175
13 -2 5156 1
-6 -8 0 605
9 7 8506 1
-7 -11 1730 1558
3 2 2832 1
19 -4 6771 1
8 -27 7854 196
-16 -17 5445 918
-4 8 3323 1
-30 -1 8813 2958
-1 11 7456 455
20 -30 2636 1586
-27 -18 4051 1
38 1 0 11
18 -59 0 526
18 -1 6601 1
17 28 3742 1166
23 15 1705 1
-1 -11 4186 1887
-6 8 9196 1
-8 -5 10225 1
14 9 1550 1
-4 -2 0 1
-17 21 4688 1
8 -32 3825 535
26 28 3144 1266
1 -11 15101 1
-3 -18 13837 1
3 -37 0 629
23 -2 11033 1
5 -3 3285 925
12 2 7594 2709
17 -13 9923 1
0 24 8582 1
-7 2 0 1
-15 7 14231 1
-2 -24 1047 62
-10 -3 7021 1
-44 -15 0 1230
-23 0 7328 369
-27 -6 1084 1
2 13 9642 1
22 -4 11166 1
-8 37 3389 135
-8 19 3548 23
-4 -4 11733 319
26 13 0 936
3 5 11610 1
25 0 7613 280
9 -5 5268 131
-3 13 511 1
5 29 4626 1
23 -2 7005 1
-1 -7 5873 1
17 23 5962 1150
26 -4 10317 53
8 6 6979 1
-15 22 8851 251
-14 7 0 1151
-13 7 9158 1187
4 -10 13043 1
-20 1 3727 735
13 -3 0 1
16 4 9681 1
-3 -33 9347 1
-28 -2 7954 836
39 -1 10459 388
13 -4 2315 1
9 -3 10094 931
-36 -13 6904 1
-27 -16 6489 301
39 8 7706 1
-15 10 11218 111
24 -5 7539 678
-14 22 7484 1
-16 -12 6794 1
-33 -1 0 1
-3 12 3154 1502
3 10 0 959
-18 -8 0 1
-1 -19 5707 1975
7 -7 1567 990
36 -28 12327 44
-27 17 5848 1
-5 -2 2161 290
17 31 1676 1
-1 30 8036 1
-16 32 0 1
6 19 8555 1
-12 59 5164 184
-11 -1 6740 354
-13 7 5006 1
-37 18 3985 1
-10 20 3620 837
-6 16 2678 2355
18 -16 5547 1
-22 27 9108 480
-2 -6 7858 1637
-12 29 2683 1
39 -16 0 597
14 16 7327 779
18 14 15636 1
-4 31 3611 1366
23 18 1347 884
-12 18 0 1
6 -9 5799 558
21 2 10999 1550
-9 15 9319 1201
0 -33 6100 1
-26 4 11063 1729
-3 0 5954 708
16 -9 8375 202
12 10 5625 1
11 -39 7156 1
4 -27 7941 1031
-17 17 11155 452
-17 -21 12549 804
-23 9 10253 500
-24 -6 3206 1
-4 34 7386 1
-23 -5 15106 662
6 4 3744 1
6 1 5587 746
-16 -23 2243 1
20 -11 9601 1051
-5 -53 10991 1
-18 -2 4669 1
-32 6 0 1495
33 -6 11303 1112
8 50 3654 1
-22 -41 10703 1652
-9 5 0 1
19 24 12625 1583
13 0 2073 1
-19 8 3551 1
21 3 9107 733
63 20 1194 826
5 -16 4596 742
-34 3 8909 1
-14 4 10376 621
15 13 17685 551
18 -41 9049 22
3 20 1727 1181
10 12 1160 1
-17 -6 5480 1
14 3 1835 1
2 0 8799 1
-11 8 0 1754
-4 16 0 1
-35 -20 0 2579
-6 -3 872 371
12 -16 3005 1486
7 -15 3628 1
-5 -5 4464 1
27 -9 2199 1
-10 -11 5504 218
-10 22 7767 156
18 -13 11407 1
-11 -15 4635 1
11 9 6367 861
28 0 3783 440
-18 -23 10553 893
1 -28 2146 1
0 0 0 2026
16 -14 10408 1
39 -16 9888 1
44 -27 9701 437
-18 -31 3025 48
-16 -14 14307 1
2 13 9864 1
-35 -17 0 176
16 0 8671 1
0 -7 8778 353
-5 30 2496 730
17 -22 313 1
4 21 8076 1
-16 6 8255 1
-26 -2 0 1
-2 -22 0 26
9 -18 1862 1
15 -26 537 1481
13 1 3092 98
30 21 5637 541
-4 -5 5372 1
-14 1 2479 1199
6 8 4341 440
1 16 1375 141
31 22 5051 819
25 16 4798 1086
19 15 6431 398
-2 4 9347 89
-11 23 1983 1
-13 -7 0 1874
9 12 9834 1737
15 22 0 1
1 -19 8323 2375
-32 0 3291 1
-19 -38 1294 1
5 -2 9525 1
-26 -24 3408 2015
-2 19 0 877
7 -5 9157 1023
9 32 8276 199
-17 20 2624 855
15 -39 4177 1
7 -23 12375 1
26 -20 2955 747
-17 2 2306 1
55 17 14391 795
12 -12 63 1
-5 -10 3978 511
-23 -20 6001 1
-14 -1 4353 1
18 8 6017 1
-18 4 9152 600
-30 5 9253 783
-14 -51 13090 1707
32 -3 6101 1
-14 -3 6418 1
23 16 6709 1
-20 -9 0 1
18 3 0 1
0 25 3689 135
8 12 12446 1
-23 -16 1188 439
-30 4 8352 1
7 38 5054 306
10 -28 0 1
-36 0 8703 1210
-3 -7 5808 45
-10 -4 10907 1
0 0 0 92
19 -17 1532 1
-18 2 10828 1
10 -21 8958 1379
7 -20 0 1
32 13 3426 1987
-12 21 10855 448
0 9 7506 410
-23 -26 0 1235
-6 17 0 354
30 21 4613 319
-30 8 2739 1
7 -5 1675 1
25 -30 10826 284
18 11 5407 690
10 19 5804 1
-1 -13 5265 693
-14 0 5532 1136
-22 -25 0 1378
13 -12 7646 1211
10 -19 6651 1
47 -10 2162 334
46 -5 6422 11
-2 -3 5306 1263
-16 11 8756 399
-3 -2 8658 1
2 -9 760 1249
11 29 8500 1
-1 -5 7831 525
3 -12 7645 1
-19 -53 7407 1
33 24 7465 1
-2 13 0 1
6 -7 5898 586
14 -17 1564 1
-4 -56 14538 256
4 -18 1671 1
-39 -17 0 647
-11 17 432 1
3 -15 4320 371
35 -7 8386 95
22 -42 0 1650
22 21 279 806
-34 -10 11925 471
-8 -9 3112 1
-34 14 2072 1
2 -8 670 1
16 -11 1887 1702
4 -27 14290 78
11 -12 5969 1
-24 20 16042 1
-33 40 10588 864
45 4 1860 1
-21 -5 12136 699
-9 18 9051 666
5 35 7733 1
11 5 10365 1
0 28 9332 1
-18 5 655 1357
18 14 0 1
-4 -21 0 1
7 5 10381 1581
31 -13 10148 1
-2 -2 6848 1
39 -34 12322 1023
-6 -40 0 1
-23 18 206 60
10 -33 1408 1939
7 10 14566 1043
-30 -10 0 1406
3 -28 12140 220
3 -17 6558 1
-16 7 0 1
-16 -19 2372 232
22 -54 9934 1
-5 -14 8900 1
-9 -7 2002 870
-47 12 0 1043
8 13 5740 366
-6 -4 4850 1
5 -13 3504 293
-3 6 5866 649
17 21 5882 567
15 25 11086 1
35 7 0 188
0 13 5389 1
5 -5 4825 1
30 -27 11652 1311
38 -46 7651 364
-7 -7 0 1
-10 -26 11575 1430
44 10 0 1
12 2 4198 983
19 18 2260 1
32 1 1262 1525
-12 1 15063 212
12 -19 5314 291
0 -16 6077 1020
-11 25 0 688
2 -44 0 1
9 20 5074 2055
29 1 0 1394
-3 -1 12572 1409
-42 8 10988 129
25 -10 0 1
-26 16 6455 243
11 0 0 519
-17 -2 6359 1541
32 -3 5158 1
-20 -2 1106 190
-4 10 9692 1
26 32 4230 1
13 -4 4478 1201
-22 4 397 1
-2 0 4182 282
8 -22 5680 1
25 -7 1758 331
4 -49 5223 1
18 2 3101 632
-33 4 7330 514
3 -7 5980 1
13 27 0 358
-39 -28 3629 1
0 -32 7546 832
44 -17 5236 1
12 44 3027 1
26 28 8852 373
23 0 3555 1
-2 6 0 608
-12 -16 11394 26
-12 -6 6621 1
6 8 9304 1
5 26 5738 1
1 -3 5910 1
21 3 343 795
15 9 7122 544
7 -10 0 1
23 10 0 395
0 5 13331 1
45 -9 7817 337
-12 10 4202 1
38 -20 14881 1
22 -10 4626 2200
2 7 6403 1
0 -11 5724 188
3 -6 2876 1671
34 0 10446 1
-16 -13 9603 1
-2 39 10513 103
26 -18 5256 390
16 -1 2104 735
16 -18 7485 1
-7 21 10899 589
1 13 6432 985
40 -10 12298 1
12 -45 3217 324
-14 -10 7341 1
12 15 13193 1
17 -21 5067 233
-11 21 15777 1
-14 -9 2924 768
-11 12 3637 477
63 -19 0 1
23 24 0 1055
44 37 2301 1
-28 14 1215 1
19 11 12000 1
17 6 0 1
4 46 2837 1
19 -1 0 1
-17 40 0 1
-13 -6 8380 806
-16 21 4377 1
-20 5 14737 575
-43 6 1263 258
36 42 691 1
-4 1 0 265
6 -6 5763 1
3 14 9506 709
8 30 1032 689
-21 7 2923 1
-16 -2 19233 1
21 -18 0 1522
-13 16 8356 1
8 3 3482 1
12 -23 3690 1
32 -8 9592 910
-12 -4 0 1070
3 -24 7750 1
60 11 5852 76
18 -17 8425 826
-1 17 7291 1
-28 5 0 768
-31 11 2076 82
13 14 4275 74
10 3 7908 1
56 2 5730 25
22 -66 0 1
33 -14 0 1
-2 19 3595 1
28 -15 2919 1
12 11 4066 794
-10 -51 6850 1
-26 -4 2452 1
-7 -27 6156 243
-8 -9 0 1747
-8 13 12584 2520
-2 15 4991 2070
-5 -12 0 250
-18 -3 151 1787
-12 -6 5871 1
-16 18 11098 118
-7 30 0 1
-5 -8 4020 1
-27 -37 8855 1
-16 41 3256 1
31 -4 2742 1
-28 9 11021 1
6 9 6630 400
12 -5 4056 760
-20 -68 5496 1
-2 -15 16527 90
6 29 0 308
-18 -4 9869 689
-26 -24 5409 1415
15 -40 4431 13
5 -7 8446 1249
-9 -16 9132 1
6 -23 13893 631
-37 -1 4033 319
1 16 3543 3356
4 4 6740 658
-5 28 8441 709
-39 -12 10353 9
-6 24 8763 2301
24 -60 0 1
-2 41 3758 736
44 -11 6728 1
39 5 5689 1
-15 -13 0 456
9 2 931 1012
-20 -34 2465 425
-16 0 3105 1255
-40 -13 1205 1
33 -34 2870 1
-1 11 1108 1
10 10 4061 1131
-5 -4 10366 179
-5 6 3706 2201
-21 33 0 1
-19 12 7223 1
0 -7 1887 685
-26 -1 1789 658
-8 50 5065 1066
-6 -2 1032 874
28 19 5537 1
-1 -19 0 407
21 -24 0 1
-2 0 2309 1
22 -43 8693 372
28 9 7044 1381
4 -32 6984 1191
-7 -13 4274 839
-18 14 0 1
-14 23 8805 755
-28 -9 13175 1042
-36 22 404 1
9 7 14776 544
-18 -1 3772 3
4 14 0 1
-11 14 10645 906
5 -6 9981 1
-11 -5 4652 1503
15 0 5904 1
31 -3 14257 1
13 3 0 862
17 -16 2857 82
-7 -13 8286 1
25 -16 0 890
-7 -19 7588 1440
-1 -4 4528 1
28 -4 2624 1
-6 -5 4364 162
28 32 2017 151
-21 1 13045 1
17 -29 11150 1
1 6 209 1
23 15 12137 1271
6 -4 0 1
-2 -16 2895 1
29 -3 4552 201
6 10 4209 811
18 7 0 982
-1 25 4559 940
-16 14 5301 1
-6 8 10451 866
-1 45 3309 394
-14 4 0 1535
-12 9 5994 107
6 -44 6488 12
5 10 642 364
-7 -25 10493 18
-1 3 6785 1709
35 -4 11378 1
-15 39 1973 1
-26 10 3162 942
-19 38 0 1
-9 26 3391 625
-44 -40 0 1
29 -23 3387 591
-29 -19 13775 821
0 -15 1965 1
6 -1 4198 1
-6 20 0 1
14 -29 13256 1004
13 -10 9872 620
17 1 6400 1475
-36 30 11062 1
15 -4 13338 1501
-16 -26 0 1
-15 44 3599 3
16 0 10189 444
-34 27 7895 1512
8 26 7456 1
-4 8 6633 1
8 -13 0 1403
14 19 5793 1
11 5 9297 1
23 -12 0 1
4 23 3931 1049
-12 -2 5208 735
1 19 3703 632
-4 -4 6893 77
-29 -6 0 1531
16 -25 3762 866
1 5 10301 2633
4 19 217 1
25 55 15893 1
9 -8 5360 728
-18 -12 7832 1
-36 -19 3971 1
22 17 0 1
-10 -12 9183 1
29 30 7207 952
1 13 11109 328
-9 -14 0 1298
3 -4 8488 214
32 -9 694 291
9 5 4926 203
-17 10 0 211
-4 8 959 1
-3 10 6342 342
-51 29 7374 1
37 32 7587 1
-17 -31 5581 375
-1 9 3474 829
-4 -3 5713 36
9 -36 3157 1
-12 -42 7079 2109
5 -18 1335 1
-5 -26 3860 1
10 5 10060 653
-9 -13 0 1
-3 -7 12598 1
-4 -16 6617 1
30 6 5695 1660
12 8 1173 323
-2 29 7210 1
2 -16 3708 962
1 10 5407 1
16 -17 0 1286
-27 0 4442 351
-19 17 2753 1003
29 -2 11140 1178
2 -20 6751 1
-37 -4 0 1
-14 -5 6813 1
-18 28 0 1
-8 -19 6295 1
-12 -3 7193 12
5 4 4277 1
2 31 0 867
31 0 9713 49
-7 -27 12036 1
-16 -16 2777 976
-25 2 8273 1882
7 -3 9624 251
18 6 5030 469
-22 -15 0 1
-16 13 12161 1
-6 0 9844 825
-15 -6 0 395
20 -27 329 2216
4 46 4850 1
-19 2 0 754
-7 0 7829 1
6 -22 3327 1
-15 -11 12718 574
6 53 9177 1
18 9 8213 1
22 -5 1646 1828
3 -25 10576 490
-16 -3 0 1
-5 10 1857 1141
15 0 4869 1
8 -4 8029 1
22 -9 6522 1
-39 20 8327 1
17 -22 7102 1
-28 10 991 667
-13 5 7480 1
-38 37 13523 1
13 -25 7528 1087
-15 3 4788 1274
0 7 10018 2739
9 -9 0 1
-15 14 1281 1
-13 16 10199 1338
37 -26 4200 1146
-15 -20 4835 2124
4 -8 1218 1
-29 -1 1471 834
-24 -27 15580 112
-1 -23 7392 365
-21 9 141 538
-3 15 672 120
24 11 10453 776
-5 -20 7861 156
30 -12 747 1
26 19 0 1
-8 25 472 84
37 -20 7088 1
7 7 7865 1988
3 -34 5452 1
-19 24 9895 1122
2 36 3953 1
-17 4 0 1
12 26 2226 1
-23 27 2630 1
-32 -9 2756 261
-10 15 3904 1
-10 -10 4487 1
2 22 11034 1
42 -15 7918 1
-17 12 0 354
-11 -5 0 1
19 3 0 42
-27 1 3758 1
11 4 16588 1106
14 22 1480 126
28 21 0 896
4 -23 15080 1
2 -20 3513 634
14 12 9807 1
-1 -7 10752 1
-14 -1 3834 1
11 -11 1418 1
19 18 0 1
-23 10 0 869
-23 -6 7035 1
26 3 8748 419
21 27 8957 1
-11 -32 3069 7
-19 -21 5806 1559
-16 -1 885 2492
13 12 7621 1
-11 26 12254 651
0 9 3647 1
21 -15 3091 1
0 -29 0 117
7 2 7604 759
46 -58 13364 689
16 -28 8580 1613
-20 0 11346 1
-16 19 4234 1355
-65 -7 3663 1469
8 22 7761 1215
-12 10 11060 1099
-24 4 10693 695
21 21 0 777
-3 8 7395 87
30 -12 337 1630
10 -2 7674 779
30 -30 9638 1
-5 8 0 659
16 5 0 1
-27 -19 0 830
-18 0 0 530
-11 -5 5129 1
-10 5 3871 126
-19 14 1475 681
13 -4 5468 1
-7 19 2546 1297
9 20 11231 1
5 23 893 1
13 15 7742 1
-6 25 1902 1
8 21 5592 240
10 -18 1838 1
18 -23 3471 1
-8 29 2483 1
13 -2 22335 1
20 23 0 1
-47 15 8714 1
34 -26 0 1
6 -4 4463 1
4 -13 8389 1
8 -14 10811 1
19 -3 8717 343
-10 6 8006 1
-28 -4 6617 44
-25 3 10105 154
12 0 11624 898
34 -48 5244 454
8 -24 2844 1
19 20 0 1
1 -12 2276 1
7 14 1481 647
0 4 9168 152
18 -21 14643 1
14 -9 9951 1
-28 10 13992 1
-46 -8 10777 1
25 3 15774 1212
-7 15 8895 1
-36 6 1757 722
-24 0 6509 1156
-13 -19 3256 1053
-32 33 0 1
7 -7 5411 282
0 -12 9621 727
-3 -4 2521 1
-21 -3 1675 2058
-6 -4 15631 1
-28 6 5066 499
-9 32 9434 1
7 -11 16052 1
8 13 5718 1212
